¼à²âÕ¾Î»,20151,20152,20153,20154,20161,20162,20163,20164,20171,20172,20173,20174,20181,20182,20183,20184
229933,2.723,3.437,1.43,1.7,6.163,6.623,1.64,2.585,1.72,2.627,1.678,0.382,2.395,1.483,0.901,1.07
235332,3.96,3.555,1.51,1.965,5.915,3.66,1.48,2.04,1.369,1.495,1.69,0.877,1.41,1.515,1.806,0.999
235335,4.83,3.393,1.42,1.02,5.517,6.037,1.662,2.41,1.053,1.587,3.965,0.87,1.3,1.63,0.891,1.253
229938,6.54,3.57,1.6,1.211,2.955,6.85,1.772,2.49,1.398,2.137,0.221,0.891,1.28,1.885,1.508,1.33
229961,3.543,3.84,1.225,1.13,3.017,4.483,1.52,2.59,1.76,3.057,0.407,0.3,1.85,1.263,1.476,1.001
235364,4.925,2.99,1.182,1.19,5.06,4.23,1.375,2.095,1.383,3.683,1.656,1.16,1.73,2.15,0.646,1.285
229997,6.49,3.26,1.23,1.435,6.103,5.177,1.379,2.223,1.619,2,1.53,1.334,1.703,1.83,1.454,1.132
235424,0.237,0.926,0.666,1.225,4.475,2.79,1.696,2.59,1.906,4.03,0.794,0.426,1.68,1.54,1.544,1.38
235420,0.442,0.237,1.11,1.06,0.648,0.149,0.149,0,0.408,0.702,1.15,0.811,1.32,0.953,1.55,0.529
235368,0.664,1.6,0.741,1.33,0.411,1.06,0.886,0,0.472,0.444,1.09,0.552,0.935,1.16,1.78,0.663
235388,0.443,1.12,0.405,0.443,0.443,0.425,0.277,0,0.235,0.477,2.16,0.662,1.43,1.29,2.7,0.663
235418,0.281,0.623,1.38,0.546,0.427,0.12,0.194,0.408,0.614,0.202,2.65,1.005,2.4,0.773,2.475,0.811
235448,0.427,0.342,1.96,0.546,0.546,0.356,0.356,0.794,0,0,1.515,0,0,0,0,0
235407,0.664,0.72,0.956,0.649,0.443,0.297,0.425,0,0.237,0.572,1.46,0.534,1.82,0.899,2.6,0.56
235696,0.648,1.33,0.958,0.649,0.442,0.917,0.442,0,0.64,0.425,1.22,0.406,0.986,1,1.6,0.868
235725,1.08,0.664,1.088,0.577,0.309,1.32,2.34,0.711,0.686,0.194,2.68,0.416,1.243,0.545,2.19,0.391
235684,0.492,1.3,1.74,0.648,0.462,0.474,0.474,0,0,0,3.97,0,0,0,0,0
235693,0.492,0.889,0.474,0.648,0.81,0.648,0.648,0.305,0,0,0,0,0,0,0,0
235713,1.335,0.529,0.577,0.443,1.258,0.253,0.151,0.27,0.203,0.645,2.54,0.341,0.686,0.62,0.891,0.17
235733,0.574,0.705,0.59,0.648,0.79,0.26,0.896,0.538,0.322,0.276,0.19,0.283,0.976,0.645,1.223,0.453
235692,0.679,0.474,0.648,0.648,1.291,0.443,0.443,0.273,0,0,0.682,0,0,0,0,0
235701,0.443,0.492,0.648,0.648,0.4,0.443,0.476,0.477,0,0,1.42,0,0,0,0,0
235719,0.665,0.722,0.885,0.648,0.656,0.474,0.474,0.602,0,0,0.938,0,0,0,0,0
235749,0.23,0.57,0.423,0.546,0.719,0.443,0.341,1.171,0.174,0.563,0.931,0.618,0.616,0.493,1.106,0.155
235708,0.459,1.06,0.85,0.648,1.296,0.032,0.443,0.703,1.32,0.573,2.21,1.47,0.423,0.646,2.12,0.546
235996,0.237,0.885,0.81,0.443,1.327,0.445,0.713,0.536,0.412,1.49,2.12,0.406,0.442,0.426,0.899,0.339
236026,0.467,0.561,0.747,0.222,0.99,0.965,1.067,0.218,0.885,0.894,2.825,1.405,0.661,0.833,1.495,0.421
235956,0.222,0.649,0.546,0.68,0.357,0.034,0.443,0,0,0,15.2,0,0,0,0,0
235935,0.222,1.06,0.868,0.443,1.129,0.445,0.445,0.374,0,0,1.11,0,0,0,0,0
163920,0.222,1.09,0.868,0.443,0.557,0.651,0.856,0.654,0.411,0.661,1.42,1.22,0.425,0.867,1.78,0.649
163891,0.474,1.09,0.711,1.47,1.042,1.06,0.854,0.034,0,0,3.18,0,0,0,0,0
163923,0.648,0.68,3.86,2.45,1.141,0.206,0.646,0.711,0.849,0.295,2.61,0.87,0.404,0.749,3.32,0.664
163894,0.442,0.854,4.38,1.06,0.427,0.646,0.852,0,0.296,0.165,5.44,0.535,1.29,0.458,3.98,0.442
235931,0.458,0.711,3.84,1.8,1.176,1.33,0.885,0.711,0,0,2.31,0,0,0,0,0
235944,0.443,0.679,0.702,0.917,0.494,0.239,0.648,0.599,0.14,0.59,2.8,0.683,0.425,0.442,1.56,0.561
235974,0.206,0.476,0.958,0.648,0.587,0.271,0.68,0.348,0.646,0.146,0.506,0.533,1.53,0.576,2.24,0.221
235952,0.443,0.711,1.09,1.8,0.59,0.237,0.442,0.755,0,0,3.16,0,0,0,0,0
235940,0.459,0.883,0.854,0.648,1.096,0.648,0.177,0,0.741,0.219,1.86,0.425,0.992,0.56,4.79,0.679
235960,0.462,1.33,2.89,0.648,1.089,0.177,0.312,0,0,0,2.33,0,0,0,0,0
235970,0.442,0.302,3.16,0.648,0.722,0.107,0.648,0.472,2.05,0.664,5.44,0.44,1.22,0.56,5.64,0.56
235991,0.443,1.26,1.09,0.648,0.83,0.583,0.583,0.026,0.425,0.514,2.14,0.937,0.533,0.339,4.01,0.428
236004,0.237,0.443,0.977,0.648,1.335,0.679,1.091,0.674,0.317,0.405,1.66,1.34,1.1,0.853,1.12,0.323
236023,0.887,0.427,0.926,0.443,0.746,0.404,0.609,0.48,1.235,0.783,1.46,1.265,0.71,0.839,1.16,0.656
236053,0.826,0.443,0.876,0.443,0.945,0.475,0.679,0.463,0.484,0.882,1.345,1.23,0.734,0.677,2.17,0.427
236020,0.237,1.18,1.225,0.546,1.027,0.561,0.561,0.032,0.351,0.341,3.775,1.084,0.984,0.391,4.12,0.494
235957,2.75,3.34,1.92,2,4.12,2.04,1.38,1.41,1.584,1.925,1.5,0.63,0.508,0.797,0.986,1.9
235987,3.06,3.38,1.211,1.34,6.1,4.285,2.795,1.34,2.463,3.685,0.339,1.006,0.791,0.955,1.657,1.48
241366,,,,,,6.135,3.88,1.73,2.183,2.69,1.59,0.792,0.28,0.695,0.587,1.073
241364,1.29,3.42,0.119,2.6,3.54,2.36,8.87,1.58,1.966,2.715,0.971,0.469,0.78,0.857,0.646,1.705
241394,1.51,3.34,1.155,2.57,6.03,3.915,1.72,1.52,2.006,2.08,0.629,1.38,0.398,0.824,1.191,1.165
241351,3.02,3.53,1.21,1.8,2.31,3.22,3.205,1.635,1.718,2.015,0.332,0.801,0.485,0.968,0.697,0.681
241391,0.933,4.453,0.69,1.84,3.9,5.703,3.103,1.48,2.005,2.137,1.946,1.39,0.706,1.9,0.417,1.485
240602,4.15,7.03,0.576,1.46,2.55,1.44,3.75,1.63,3.388,1.75,3.09,1.58,0.322,3.2,3.702,1.43
240601,5.53,3.53,0.355,1.67,2.19,6.62,5.02,1.73,3.403,2.27,3.77,0.709,0.441,4.88,2.327,1.14
240599,3.13,4.21,1.205,1.215,4.365,5.34,3.585,1.465,2.057,1.785,2.191,1.54,0.39,1.655,1.22,1.33
240618,2.43,3.295,1.091,2.495,3.805,4.96,6.765,1.51,1.787,2.74,0.73,1.29,0.95,1.37,1.692,1.405
241358,3.033,4.193,1.269,2.417,3.383,5.497,2.83,1.413,1.452,2.16,1.29,0.81,0.331,1.022,0.978,1.56
240568,3.965,4.205,1.144,1.315,1.81,5.565,4.275,1.51,1.938,2.045,0.536,1.745,0.553,2.36,1.193,0.511
240875,2.735,3.265,0.665,1.99,3.07,6.273,3.49,1.575,1.637,2.987,3.775,1.407,0.662,1.21,0.469,0.964
240905,2.28,3.637,1.132,1.104,4.075,4.603,3.105,1.83,1.796,3.04,0.221,1.405,0.844,1.36,0.536,1.015
240845,2.705,3.615,1.053,1.91,2.49,3.385,4.085,1.695,1.752,1.245,0.34,1.63,0.391,1.035,0.705,0.52
240842,1.475,5.34,1.705,1.8,4.905,2.38,3.853,1.8,2.309,1.933,1.27,1.415,1.015,0.95,0.434,1.275
240815,2.51,4.045,0.746,2.015,2.955,5.895,3.375,1.575,2.093,2.11,0.323,1.59,0.67,1.145,1.012,1.356
240785,0.51,0.483,0.6,0.382,0.456,0.75,0.532,0.562,0.485,0.703,0.858,0.711,0.942,1.98,0.892,0.813
240782,0.102,0.36,0.607,0.407,0.929,1.14,0.598,0.65,0.764,0.718,1.118,0.55,0.316,0.916,1.052,0.773
240752,0.079,0.156,1.951,0.332,0.518,0.633,0.795,0.741,0.591,0.577,1.4,0.844,0.648,0.675,0.675,0.719
240447,0.048,0.625,0.963,0.555,0.688,1.2,0.828,0.854,0.676,0.917,1.04,1.08,0.994,1.13,1.58,1.01
240725,0.056,0.252,0.456,0.36,0.604,0.652,0.472,0.575,0.603,0.761,0.722,0.813,3.15,1.05,0.924,0.71
240692,0.759,0.231,0.562,0.304,0.62,0.779,0.527,0.634,0.722,1.016,0.841,0.858,0.808,0.881,0.621,0.701
240441,0.442,1.67,3.27,6.94,1.136,2.31,1.06,0.3,0.174,0.238,2.63,1.64,0.66,0.545,2.46,0.815
240418,0.312,0.947,0.774,0.637,0.312,0.712,0.799,0.755,0.398,1.07,0.889,0.894,4.8,1.87,1.513,0.844
240421,0.237,1.89,2.59,2.88,0.973,0.269,0.476,0.208,0.472,0.423,2.81,2.04,0.867,0.323,1.65,0.427
240388,0.846,0.922,0.986,0.497,0.657,0.763,0.89,0.826,0.617,1.13,1.79,0.719,1.09,1.12,0.951,0.863
163415,1.38,0.266,0.74,0.604,0.715,0.766,0.527,0.527,0.73,0.73,1.12,0.694,0.78,0.937,0.984,0.909
163416,0.795,0.451,0.604,0.563,0.818,0.774,0.516,0.539,0.68,0.684,1.05,0.89,0.837,0.87,1.04,0.865
163445,,,,,0.909,0.923,0.448,0.52,0.764,0.764,1.02,0.942,0.793,0.826,0.844,0.863
240413,0.511,0.396,0.577,0.65,0.598,1.01,1.01,0.822,0.611,1.1,1.32,0.813,1.23,1.12,1.31,0.835
240390,1.3,1.62,1.47,0.544,1.18,1.08,0.272,0.533,0.786,2.27,1.13,1.1,1.02,1.47,1.22,0.892
240382,0.59,0.617,0.81,0.497,0.74,1.09,1.21,0.844,0.808,1.3,1.285,0.743,2.63,2.32,1.67,0.791
240361,0.638,0.642,0.889,0.526,0.679,1.09,1.29,0.771,0.687,1.19,1.09,0.89,3.04,2.46,1.24,1.18
240328,0.523,0.352,0.719,0.253,0.734,0.876,0.883,0.883,0.683,0.695,0.896,1.05,1.06,3.58,1.04,0.899
240635,1.4,0.68,0.501,0.411,1.06,0.803,0.245,0.537,0.873,0.461,0.788,0.709,2.14,2.275,0.58,0.845
240632,1.34,0.258,0.442,0.392,0.882,0.605,0.729,0.841,0.963,1.17,0.54,0.908,0.777,1.17,1.044,0.653
239872,0.54,0.57,0.396,0.491,0.809,0.704,0.542,0.531,0.731,0.703,0.6,0.802,0.882,1.19,0.833,0.724
239895,0.611,0.311,0.618,0.454,0.774,0.773,0.617,0.664,0.821,0.94,0.862,0.726,0.844,0.936,0.816,0.882
240685,1.094,0.525,0.466,0.448,0.712,0.703,0.591,0.668,0.885,0.872,0.937,0.829,0.866,0.916,1.08,0.666
239613,,,,,0.577,0.649,1.31,0.883,0.65,0.617,2.16,1.12,3.54,1.05,1.99,1.06
239855,0.299,0.512,0.51,0.402,0.89,0.796,0.65,0.65,0.91,0.814,0.929,0.671,2.21,1.14,0.962,0.809
239621,0.183,0.396,0.65,0.429,0.81,0.675,0.927,0.807,0.748,0.77,2.935,0.726,2.21,1,1.33,0.976
239601,0.883,0.341,0.634,0.461,0.647,0.704,1.09,0.79,0.628,0.65,2.06,0.65,1.51,0.991,1.12,1.08
239571,1.54,0.756,0.803,0.497,0.796,0.85,1.89,0.875,0.747,0.727,3.08,0.624,4.03,4.2,0.942,1.07
239598,0.144,0.507,0.686,0.502,0.583,0.731,0.832,0.851,0.604,0.576,1.75,0.576,0.929,1.03,0.534,0.865
239568,0.597,0.59,0.657,0.454,0.785,0.889,0.817,0.764,0.687,0.711,0.909,0.726,0.892,1.27,1.01,0.849
239541,1.649,2.674,1.03,2.22,2.58,2.584,3.063,2.87,2.59,3.76,35.1,9.97,8.99,6.75,6.06,5.72
239510,1.79,1.885,0,2.65,1.31,1.31,3.08,4.42,7.89,3.58,40.1,2.94,6.31,6.61,7.25,1.69
239529,1.197,1.661,0,1.8,1.96,1.962,2.01,2.53,5.36,3.07,10.2,1.64,8.74,4.3,6.16,2.44
239815,0.955,2.589,0.978,1.62,2.2,2.205,1.36,3.8,2.86,0.31,5.43,3.95,0.537,1.68,6.4,4.87
239806,1.899,2.22,0,1.62,3.47,3.527,2.65,3.68,5.22,1.91,19.4,2.67,2.42,1.91,15.1,5.03
239477,1.476,2.37,5.615,1.25,3.03,3.028,1.39,3.61,3.23,2.27,23.4,3.23,2.42,6,6.68,6.59
239785,1.23,1.74,0.738,2.27,2.3,2.338,1.47,3.76,3.65,2.33,16.1,10.1,0.705,2.17,8.72,4.27
239763,1.258,1.495,0,1.15,3.8,4.305,1.37,1.98,3.87,1.09,12.3,2.89,2,4.22,9.04,3.85
239809,0.801,2.837,4.577,4.01,1.24,1.515,1.325,2.235,2.09,0.599,0.858,1.345,1.146,2.45,2.235,1.005
239743,,,,,4.81,3.77,1.18,3.38,2.75,3.93,15.9,2.89,1.56,4.12,10.3,3.12
239769,1.27,2.035,3.419,3.76,1.925,1.967,1.25,2.395,3.005,2.425,3.645,3.11,0.87,2.455,1.177,0.698
239722,0.955,1.337,0,2.14,2.62,2.618,1.95,3.25,3.6,1.58,8.47,3.1,2.14,3.42,9.1,2.29
239735,1.197,2.161,0.687,4.39,1.77,4.146,4.07,2,4.8,2.88,6.22,3.43,0.936,3.57,13.6,2.36
239719,1.991,1.736,3.615,1.55,2.065,1.203,1.087,4.895,2.185,1.3,6.025,1.645,1.286,4.11,3.675,1.005
239672,,,,,1.47,1.474,0.84,1.01,6.66,1.25,7.88,3.45,1.25,2.79,8.34,3.27
239682,0.914,1.958,2.507,3.03,3.17,3.212,1.88,3.03,3.27,1.17,10,4.34,2.44,2.65,9.83,2.41
239691,,,,,4.28,1.163,4.15,3.28,5.52,2.33,7.83,1.84,1.48,4.38,7.88,0.276
239699,,,,,1.915,2.851,1.22,4.51,1.68,1.535,6.325,2.49,1.355,2.78,6.565,1.645
240026,1.006,1.898,4.664,1.23,2.355,0.751,0.697,3.245,1.825,0.53,0.942,2.765,2.195,0.752,1.729,0.49
240053,0.482,1.499,5.272,1.62,0.505,0.2,0.912,3.085,0.863,0.257,0.398,1.56,2.41,0.972,1.026,0.532
239666,0.966,2.589,0,1.8,3.57,3.57,1.04,0.761,7.42,3.11,3.21,1.17,18.1,2.98,5.47,3.05
239656,1.404,1.404,2.954,0.79,3.48,3.483,1.41,2.75,13.5,2.73,4.47,1.8,19.2,4.49,3.16,2.51
239645,1.374,2.102,2.267,1.55,3.44,3.558,2.16,2.24,10.1,2.95,12.1,2.57,15.7,4.3,7.17,3.21
238926,1.404,2.88,1.662,1.89,3.84,3.84,1.91,0.849,7.24,1.27,6.21,0.901,2.77,2.9,4.94,2.47
238916,1.538,3.762,1.82,2.27,3.31,3.313,5.42,2.24,9.45,1.45,6.08,0.957,2.85,1.76,3.2,2.37
238923,1.214,1.404,1.069,3.61,2.33,0.973,1.52,5.48,5.94,3.52,1.29,4.13,2.87,2.59,16.4,0.272
239632,1.455,1.659,1.082,4.43,2.88,0.772,1.52,1.83,6.63,4.39,3.83,4.43,2.29,3.49,12.5,0.509
239652,1.7,1.619,2.61,5.39,2.94,1.112,1.76,2.39,5.12,3.18,34.5,4.69,2.24,3.59,8.1,0.465
239649,,,,,2.42,0.915,3.47,2.98,1.06,1.35,6.22,2.035,2.73,3.61,6.89,0.46
240004,0.721,1.459,5.169,1.72,0.43,1.044,0.936,2.88,1.27,0.773,1.245,1.695,1.82,0.744,1.029,0.413
239629,,,,,,,,,2.38,1.46,4.95,1.893,2.675,4.345,5.72,1.09
239637,,,,,,,,,2.25,1.107,4.315,1.92,2.355,2.141,4.48,3.09
239990,,,,,,,,,1.43,0.757,0.456,1.335,0.612,0.364,1.155,0.493
239933,,,,,,,,,3.53,0.4,1.024,1.305,,,,
228990,3.66,2.6,0.66,1.375,12.96,6.705,1.535,1.64,2.844,2.305,2.72,0.527,1.79,0.875,0.807,1.28
228992,2.21,3.01,2.04,1.537,13.217,4.01,1.71,1.47,2.319,3.225,1.888,0.631,1.96,1.59,0.573,1.805
228689,5.107,3.913,0.773,1.45,5.763,4.185,2.3,1.465,2.911,3.335,2.045,1.42,1.735,0.705,0.559,1.595
229020,5.723,4.32,1.495,1.037,5.96,6.173,3.13,1.515,1.469,3.275,1.135,1.221,1.665,0.63,1.578,1.85
229022,3.817,3.497,0.966,1.3,3.97,2.783,1.154,1.707,2.78,2.703,0.788,0.859,1.66,0.715,1.064,1.28
229026,5.287,2.933,1.198,3.595,9.693,2.43,1.613,2.54,3.479,2.38,0.808,0.978,1.8,0.773,0.867,1.65
229173,6.36,2.965,1.37,0.852,4.453,5.763,2.021,2.445,1.941,1.36,1.106,0.273,1.12,1.33,1.029,1.026
230047,0.885,0.389,0.721,1.22,,,,,,,,,,,,
241391,0.933,4.453,0.69,1.84,3.9,5.703,3.103,1.48,2.005,2.137,1.946,1.39,0.706,1.9,0.417,1.485
240472,0.237,1.97,3.81,6.66,,,,,,,,,,,,
240436,0.991,0.414,0.563,0.61,,,,,,,,,,,,
239606,0.195,0.352,0.747,0.657,,,,,,,,,,,,
239541,1.649,2.674,1.03,2.22,2.58,2.584,3.063,2.87,2.59,3.76,35.1,9.97,8.99,6.75,6.06,5.72
239510,1.79,1.885,0,2.65,1.31,1.31,3.08,4.42,7.89,3.58,40.1,2.94,6.31,6.61,7.25,1.69
239529,1.197,1.661,0,1.8,1.96,1.962,2.01,2.53,5.36,3.07,10.2,1.64,8.74,4.3,6.16,2.44
239517,1.096,1.74,0.258,3.33,,,,,,,,,,,,
239815,0.955,2.589,0.978,1.62,2.2,2.205,1.36,3.8,2.86,0.31,5.43,3.95,0.537,1.68,6.4,4.87
239809,0.801,2.837,4.577,4.01,1.24,1.515,1.325,2.235,2.09,0.599,0.858,1.345,1.146,2.45,2.235,1.005
239806,1.899,2.22,0,1.62,3.47,3.527,2.65,3.68,5.22,1.91,19.4,2.67,2.42,1.91,15.1,5.03
239477,1.476,2.37,5.615,1.25,3.03,3.028,1.39,3.61,3.23,2.27,23.4,3.23,2.42,6,6.68,6.59
239785,1.23,1.74,0.738,2.27,2.3,2.338,1.47,3.76,3.65,2.33,16.1,10.1,0.705,2.17,8.72,4.27
239735,1.197,2.161,0.687,4.39,1.77,4.146,4.07,2,4.8,2.88,6.22,3.43,0.936,3.57,13.6,2.36
239763,1.258,1.495,0,1.15,3.8,4.305,1.37,1.98,3.87,1.09,12.3,2.89,2,4.22,9.04,3.85
239742,0.811,1.256,2.404,1.62,,,,,,,,,,,,
239722,0.955,1.337,0,2.14,2.62,2.618,1.95,3.25,3.6,1.58,8.47,3.1,2.14,3.42,9.1,2.29
239719,1.991,1.736,3.615,1.55,2.065,1.203,1.087,4.895,2.185,1.3,6.025,1.645,1.286,4.11,3.675,1.005
239739,2.11,2.372,3.537,3.01,,,,,,,,,,,,
239769,1.27,2.035,3.419,3.76,1.925,1.967,1.25,2.395,3.005,2.425,3.645,3.11,0.87,2.455,1.177,0.698
240026,1.006,1.898,4.664,1.23,2.355,0.751,0.697,3.245,1.825,0.53,0.942,2.765,2.195,0.752,1.729,0.49
240053,0.482,1.499,5.272,1.62,0.505,0.2,0.912,3.085,0.863,0.257,0.398,1.56,2.41,0.972,1.026,0.532
239701,1.006,1.443,0,1.55,,,,,,,,,,,,
239689,0.983,2.373,1.082,1.55,,,,,,,,,,,,
239682,0.914,1.958,2.507,3.03,3.17,3.212,1.88,3.03,3.27,1.17,10,4.34,2.44,2.65,9.83,2.41
239673,0.237,1.796,0,2.65,,,,,,,,,,,,
239652,1.7,1.619,2.61,5.39,2.94,1.112,1.76,2.39,5.12,3.18,34.5,4.69,2.24,3.59,8.1,0.465
239645,1.374,2.102,2.267,1.55,3.44,3.558,2.16,2.24,10.1,2.95,12.1,2.57,15.7,4.3,7.17,3.21
239666,0.966,2.589,0,1.8,3.57,3.57,1.04,0.761,7.42,3.11,3.21,1.17,18.1,2.98,5.47,3.05
239656,1.404,1.404,2.954,0.79,3.48,3.483,1.41,2.75,13.5,2.73,4.47,1.8,19.2,4.49,3.16,2.51
238926,1.404,2.88,1.662,1.89,3.84,3.84,1.91,0.849,7.24,1.27,6.21,0.901,2.77,2.9,4.94,2.47
238916,1.538,3.762,1.82,2.27,3.31,3.313,5.42,2.24,9.45,1.45,6.08,0.957,2.85,1.76,3.2,2.37
238923,1.214,1.404,1.069,3.61,2.33,0.973,1.52,5.48,5.94,3.52,1.29,4.13,2.87,2.59,16.4,0.272
239632,1.455,1.659,1.082,4.43,2.88,0.772,1.52,1.83,6.63,4.39,3.83,4.43,2.29,3.49,12.5,0.509
